,Hour Time,Temperature,Humidity,Weekday,Vector,Code
251,14,24.899999999999995,94.0,4,"25, 1, 4, 0, 34, 35, 8, 23, 0, 15, 34, 17, 0",1
252,15,25.6,94.0,4,"32, 0, 5, 0, 36, 32, 5, 14, 1, 10, 21, 13, 2",1
253,17,25.7,93.0,4,"41, 3, 28, 0, 146, 27, 9, 33, 3, 12, 38, 14, 2",1
254,18,25.7,93.0,4,"66, 10, 49, 0, 198, 38, 17, 50, 10, 16, 47, 20, 13",1
255,19,25.6,94.0,4,"84, 12, 82, 0, 317, 67, 26, 66, 16, 22, 58, 21, 18",1
256,20,25.4,95.0,4,"69, 14, 52, 0, 258, 46, 23, 52, 16, 15, 62, 16, 8",1
257,21,25.300000000000004,95.0,4,"32, 10, 33, 0, 193, 29, 17, 32, 5, 6, 32, 6, 8",1
258,22,25.300000000000004,95.0,4,"21, 8, 21, 0, 141, 18, 13, 26, 6, 3, 13, 6, 5",0
259,23,25.199999999999996,96.0,4,"10, 3, 24, 0, 96, 3, 3, 17, 2, 2, 14, 2, 9",1
260,0,25.3,95.0,5,"5, 1, 14, 0, 60, 1, 5, 1, 3, 2, 11, 0, 2",1
261,1,25.3,95.0,5,"0, 3, 3, 0, 26, 0, 0, 2, 0, 2, 1, 0, 0",1
262,9,26.5,82.0,5,"1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 0, 0",0
263,1,28.0,79.0,6,"3, 7, 5, 0, 25, 1, 3, 0, 1, 1, 4, 0, 0",1
264,2,27.6,79.0,6,"0, 0, 1, 0, 7, 0, 2, 2, 0, 0, 0, 0, 0",1
265,9,25.3,95.0,6,"1, 0, 0, 0, 1, 0, 0, 0, 0, 2, 6, 0, 0",1
266,10,25.4,94.0,6,"7, 0, 0, 0, 7, 3, 1, 11, 0, 6, 29, 5, 0",1
267,11,25.3,94.0,6,"42, 2, 6, 0, 25, 24, 12, 38, 1, 17, 35, 13, 6",1
268,12,25.0,96.0,6,"55, 1, 14, 0, 39, 31, 13, 54, 2, 21, 66, 22, 11",1
269,13,25.2,94.0,6,"55, 2, 14, 0, 62, 55, 26, 53, 1, 32, 47, 34, 15",1
270,14,25.6,92.0,6,"52, 1, 14, 0, 54, 45, 26, 53, 2, 22, 46, 18, 3",1
271,16,26.4,84.0,6,"67, 14, 32, 0, 114, 48, 21, 33, 0, 18, 35, 8, 8",1
272,17,26.3,88.0,6,"71, 13, 64, 0, 155, 41, 31, 57, 11, 16, 38, 18, 6",1
273,18,25.6,92.0,6,"83, 19, 77, 0, 174, 49, 38, 90, 12, 33, 47, 25, 14",1
274,19,25.5,83.0,6,"74, 10, 54, 0, 161, 43, 29, 64, 4, 18, 45, 27, 13",1
275,22,26.1,84.0,6,"20, 13, 13, 0, 91, 15, 8, 20, 5, 5, 22, 7, 2",1
276,23,26.2,84.0,6,"15, 9, 15, 0, 59, 9, 5, 10, 6, 2, 15, 0, 3",1
277,0,26.3,84.0,0,"6, 4, 10, 0, 52, 1, 0, 1, 2, 2, 3, 0, 0",1
278,1,25.899999999999995,92.0,0,"0, 1, 3, 0, 27, 0, 3, 0, 0, 1, 1, 0, 0",1
279,2,25.8,86.0,0,"0, 1, 0, 0, 3, 0, 0, 1, 0, 0, 0, 0, 0",1
280,9,27.0,78.0,1,"0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0",1
281,17,28.3,81.0,1,"46, 7, 24, 0, 62, 13, 12, 27, 2, 13, 28, 5, 3",1
282,23,27.5,82.0,1,"1, 8, 11, 0, 61, 3, 5, 5, 7, 2, 16, 0, 0",1
283,0,27.4,80.0,2,"5, 2, 6, 0, 22, 0, 3, 5, 2, 0, 5, 0, 0",1
284,1,26.6,91.0,2,"1, 0, 0, 0, 14, 0, 0, 4, 0, 0, 2, 0, 0",1
285,9,25.1,96.0,2,"0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0",1
286,10,24.0,97.0,2,"16, 0, 0, 0, 2, 8, 1, 3, 0, 10, 33, 6, 0",1
287,11,24.300000000000004,96.0,2,"55, 1, 1, 0, 18, 13, 9, 41, 0, 17, 45, 9, 2",1
288,12,25.0,94.0,2,"52, 2, 4, 0, 30, 22, 10, 52, 1, 18, 38, 19, 8",1
289,13,25.6,93.0,2,"42, 1, 8, 0, 28, 26, 19, 33, 0, 14, 40, 8, 8",1
290,14,25.800000000000004,89.0,2,"32, 4, 13, 0, 29, 29, 8, 19, 0, 6, 29, 10, 5",1
291,15,25.9,93.0,2,"30, 0, 12, 0, 27, 31, 7, 21, 1, 14, 26, 6, 2",1
292,16,26.5,93.0,2,"32, 2, 12, 0, 55, 30, 19, 17, 1, 11, 27, 5, 4",1
293,17,25.6,95.0,2,"40, 9, 32, 0, 70, 37, 12, 29, 7, 14, 22, 10, 3",1
294,18,26.0,94.0,2,"54, 13, 67, 0, 137, 22, 32, 50, 5, 23, 33, 23, 8",0
295,19,26.5,93.0,2,"61, 17, 52, 0, 173, 26, 39, 42, 8, 25, 28, 18, 13",0
296,20,26.5,86.0,2,"40, 14, 38, 0, 158, 41, 27, 35, 5, 17, 44, 7, 8",0
297,21,26.300000000000004,85.0,2,"24, 11, 40, 0, 133, 42, 20, 17, 2, 5, 26, 8, 5",1
298,22,26.0,93.0,2,"16, 15, 24, 0, 139, 16, 8, 16, 5, 1, 17, 1, 11",1
299,23,25.3,95.0,2,"6, 10, 14, 0, 72, 5, 5, 3, 3, 4, 11, 0, 3",1
300,0,25.2,95.0,3,"3, 11, 9, 0, 43, 3, 3, 2, 1, 1, 4, 0, 0",1
301,1,24.8,96.0,3,"3, 8, 3, 0, 24, 2, 1, 2, 0, 0, 4, 0, 0",1
302,2,24.4,97.0,3,"0, 2, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0",1
303,9,23.8,94.0,3,"0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 1, 0, 0",1
304,10,25.1,83.0,3,"7, 0, 0, 0, 2, 8, 0, 8, 0, 4, 26, 5, 0",1
305,13,28.4,77.0,3,"40, 1, 7, 0, 37, 15, 7, 25, 0, 15, 24, 23, 7",1
306,14,29.2,74.0,3,"37, 0, 5, 0, 23, 30, 5, 25, 0, 10, 23, 16, 2",1
307,15,28.8,76.0,3,"28, 2, 3, 0, 24, 31, 5, 17, 1, 12, 23, 13, 1",1
308,2,25.399999999999995,94.0,4,"0, 0, 0, 0, 5, 1, 0, 3, 0, 0, 0, 0, 0",0
309,16,31.2,83.0,5,"56, 11, 32, 0, 70, 33, 15, 28, 1, 15, 29, 16, 4",1
310,17,30.2,81.0,5,"69, 12, 36, 0, 130, 32, 24, 62, 12, 24, 31, 17, 11",1
311,20,28.8,68.0,5,"47, 13, 62, 0, 154, 49, 16, 66, 15, 14, 39, 13, 16",1
312,17,31.9,70.0,6,"67, 12, 75, 0, 167, 55, 36, 132, 7, 26, 48, 21, 15",1
313,18,26.800000000000004,86.0,6,"100, 17, 100, 0, 168, 57, 28, 118, 8, 41, 43, 25, 20",1
314,19,27.0,85.0,6,"71, 20, 72, 0, 175, 72, 32, 98, 12, 29, 44, 22, 13",1
315,22,26.9,86.0,6,"14, 12, 26, 0, 95, 26, 8, 16, 2, 0, 15, 4, 4",0
316,23,26.8,87.0,6,"4, 4, 9, 0, 67, 4, 5, 12, 3, 5, 23, 0, 2",0
317,0,26.6,90.0,0,"7, 9, 4, 0, 38, 1, 1, 9, 2, 2, 8, 0, 0",0
318,1,26.6,89.0,0,"3, 4, 0, 0, 26, 0, 1, 4, 0, 0, 5, 0, 0",0
319,2,26.4,91.0,0,"0, 1, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0",0
320,9,29.4,69.0,0,"0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 4, 0, 0",0
321,10,30.9,61.0,0,"9, 0, 0, 0, 1, 7, 0, 2, 0, 3, 22, 5, 0",0
322,9,24.3,94.0,2,"0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 4, 0, 0",1
323,10,24.6,93.0,2,"16, 1, 0, 0, 5, 7, 0, 2, 0, 3, 18, 9, 0",1
324,11,24.9,94.0,2,"47, 1, 1, 0, 17, 19, 8, 32, 0, 10, 49, 18, 2",1
325,12,25.199999999999996,87.0,2,"40, 1, 14, 0, 27, 20, 14, 35, 0, 11, 46, 17, 3",1
326,13,25.8,82.0,2,"38, 2, 5, 0, 26, 19, 13, 25, 0, 11, 32, 18, 7",1
327,0,27.1,80.0,3,"3, 5, 12, 0, 36, 1, 0, 3, 2, 2, 2, 0, 0",0
328,1,27.1,80.0,3,"3, 3, 1, 0, 26, 2, 1, 4, 0, 0, 3, 0, 0",0
329,2,27.1,82.0,3,"0, 0, 1, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0",0
330,9,27.600000000000005,72.0,3,"0, 0, 0, 0, 2, 0, 0, 0, 0, 1, 5, 0, 0",0
331,10,29.100000000000005,67.0,3,"10, 1, 0, 0, 4, 4, 0, 3, 0, 4, 23, 8, 0",0
332,11,31.0,57.0,3,"41, 1, 3, 0, 10, 20, 8, 34, 0, 19, 38, 11, 0",0
333,12,31.6,56.0,3,"60, 1, 11, 0, 31, 20, 15, 29, 0, 13, 41, 19, 1",0
334,13,31.4,61.0,3,"45, 3, 5, 0, 23, 31, 13, 34, 1, 15, 32, 13, 1",1
335,14,32.3,56.0,3,"35, 1, 3, 0, 29, 184, 7, 15, 1, 11, 29, 12, 5",0
336,2,27.1,81.0,4,"0, 2, 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0",0
337,18,33.4,40.0,6,"105, 22, 95, 0, 420, 58, 42, 87, 7, 29, 72, 23, 14",1
338,19,32.3,43.0,6,"65, 21, 59, 0, 398, 64, 28, 68, 5, 20, 70, 20, 8",1
339,20,31.5,46.0,6,"44, 5, 42, 0, 265, 58, 14, 32, 4, 14, 26, 7, 2",1
340,21,31.3,46.0,6,"27, 7, 17, 0, 201, 38, 2, 21, 7, 11, 19, 9, 3",1
341,23,27.2,82.0,6,"15, 4, 13, 0, 119, 9, 1, 13, 6, 3, 16, 2, 1",1
342,0,26.4,84.0,0,"3, 7, 5, 0, 65, 0, 3, 10, 0, 3, 7, 0, 0",1
343,1,25.3,95.0,0,"1, 4, 1, 0, 10, 1, 1, 5, 0, 0, 2, 0, 0",1
344,2,24.8,95.0,0,"0, 2, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0",1
345,10,25.8,96.0,0,"6, 0, 0, 0, 1, 6, 0, 2, 0, 6, 23, 2, 0",1
346,11,26.2,95.0,0,"44, 0, 4, 0, 21, 22, 10, 30, 0, 6, 36, 14, 0",1
347,12,26.699999999999996,90.0,0,"55, 2, 3, 0, 28, 18, 14, 40, 0, 16, 28, 17, 3",1
348,13,27.4,84.0,0,"47, 2, 6, 0, 32, 23, 12, 34, 0, 15, 36, 19, 6",1
349,14,27.3,91.0,0,"45, 1, 3, 0, 31, 33, 9, 39, 0, 6, 40, 11, 7",1
350,15,27.3,95.0,0,"27, 2, 8, 0, 41, 20, 10, 29, 1, 8, 27, 13, 2",1
351,16,27.800000000000004,95.0,0,"30, 4, 16, 0, 32, 23, 9, 22, 0, 7, 17, 5, 3",1
352,17,28.4,84.0,0,"42, 6, 13, 0, 42, 26, 8, 33, 3, 11, 30, 9, 3",1
353,18,28.3,87.0,0,"45, 8, 33, 0, 125, 27, 19, 44, 4, 16, 29, 10, 9",1
354,21,27.199999999999996,88.0,0,"21, 3, 18, 0, 100, 37, 8, 28, 3, 3, 34, 9, 8",1
355,22,26.9,96.0,0,"20, 5, 18, 0, 77, 20, 9, 13, 5, 2, 17, 8, 5",1
356,23,26.6,96.0,0,"8, 6, 14, 0, 66, 4, 4, 9, 2, 0, 8, 0, 3",1
357,10,28.100000000000005,73.0,1,"15, 0, 0, 0, 5, 4, 0, 0, 0, 1, 28, 1, 0",0
358,23,27.9,87.0,1,"8, 6, 11, 0, 59, 2, 4, 11, 6, 5, 13, 0, 0",1
359,2,27.2,94.0,2,"0, 0, 0, 0, 1, 0, 2, 0, 0, 0, 0, 0, 0",0
360,9,26.899999999999995,74.0,3,"0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 3, 0, 0",1
361,10,27.2,78.0,3,"11, 0, 0, 0, 3, 14, 1, 11, 0, 4, 30, 4, 0",1
362,11,26.6,83.0,3,"156, 1, 20, 0, 31, 54, 14, 121, 0, 9, 43, 42, 3",1
363,12,25.6,93.0,3,"185, 4, 28, 0, 40, 54, 16, 140, 2, 15, 58, 30, 10",1
364,13,25.2,96.0,3,"151, 2, 15, 0, 72, 52, 22, 77, 3, 19, 57, 22, 11",1
365,14,25.7,95.0,3,"78, 1, 19, 0, 51, 69, 17, 42, 1, 19, 39, 23, 8",1
366,15,26.0,88.0,3,"64, 4, 13, 0, 57, 55, 15, 29, 0, 14, 34, 26, 4",1
367,16,25.9,86.0,3,"78, 8, 24, 0, 93, 52, 17, 41, 7, 15, 26, 11, 4",1
368,17,25.4,88.0,3,"70, 7, 50, 0, 114, 66, 37, 48, 4, 12, 38, 11, 14",1
369,18,25.2,89.0,3,"77, 11, 55, 0, 160, 54, 28, 84, 6, 23, 54, 16, 11",1
370,11,26.899999999999995,74.0,4,"54, 1, 6, 0, 19, 26, 10, 41, 0, 8, 53, 14, 0",1
371,12,27.1,72.0,5,"62, 1, 23, 0, 37, 24, 7, 45, 0, 18, 51, 30, 11",1
372,12,30.4,53.0,2,"25, 2, 7, 0, 23, 17, 14, 18, 1, 11, 41, 15, 2",0
373,13,30.0,56.0,2,"21, 0, 5, 0, 13, 21, 8, 13, 1, 8, 27, 17, 2",0
374,17,29.0,65.0,2,"37, 10, 28, 0, 60, 15, 15, 26, 4, 8, 17, 12, 7",1
375,18,27.4,73.0,2,"54, 14, 46, 0, 161, 24, 22, 47, 8, 23, 22, 17, 10",1
376,19,26.8,82.0,2,"44, 15, 46, 0, 168, 37, 26, 57, 6, 21, 47, 19, 12",1
377,20,26.3,80.0,2,"26, 16, 40, 0, 145, 39, 20, 28, 8, 10, 29, 9, 11",1
378,21,25.8,85.0,2,"24, 13, 25, 0, 98, 30, 11, 23, 4, 5, 28, 8, 9",1
379,22,25.7,89.0,2,"10, 12, 23, 0, 84, 17, 8, 11, 6, 2, 18, 5, 3",1
380,23,25.4,88.0,2,"4, 9, 10, 0, 55, 1, 1, 11, 1, 1, 7, 0, 2",0
381,0,25.1,86.0,3,"2, 10, 0, 0, 27, 1, 3, 3, 5, 4, 0, 0, 0",0
382,1,24.7,87.0,3,"1, 2, 0, 0, 19, 0, 3, 1, 0, 0, 0, 0, 0",0
383,9,26.2,67.0,3,"0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 2, 0, 0",0
384,10,27.4,50.0,3,"4, 0, 0, 0, 7, 8, 1, 1, 0, 0, 23, 4, 0",0
385,11,29.1,51.0,3,"39, 1, 7, 0, 10, 16, 12, 29, 0, 6, 32, 12, 1",0
386,12,29.8,43.0,3,"30, 7, 3, 0, 19, 25, 11, 21, 1, 10, 33, 12, 1",0
387,21,26.199999999999996,76.0,3,"13, 17, 16, 0, 84, 32, 16, 20, 6, 10, 18, 7, 8",0
388,22,26.1,74.0,3,"5, 10, 14, 0, 71, 15, 7, 18, 6, 5, 10, 3, 2",0
389,2,25.2,81.0,1,"0, 0, 0, 0, 3, 0, 1, 2, 0, 0, 0, 0, 0",1
390,2,24.100000000000005,82.0,3,"0, 1, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0",0
391,9,25.0,73.0,3,"0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0",0
392,10,25.3,69.0,3,"5, 0, 0, 0, 3, 6, 0, 2, 0, 6, 9, 7, 0",0
393,11,20.3,95.0,3,"54, 0, 0, 0, 16, 22, 8, 46, 0, 13, 43, 24, 1",1
394,12,20.3,97.0,3,"39, 5, 7, 0, 28, 32, 8, 36, 0, 20, 33, 21, 3",1
395,13,21.3,95.0,3,"23, 1, 5, 0, 25, 33, 2, 25, 1, 18, 23, 7, 5",1
396,14,22.699999999999996,88.0,3,"22, 2, 3, 0, 16, 31, 4, 13, 0, 15, 27, 6, 5",1
397,15,24.1,73.0,3,"23, 0, 5, 0, 14, 32, 4, 5, 1, 12, 17, 11, 6",0
398,19,24.0,67.0,3,"68, 28, 52, 0, 233, 38, 29, 58, 5, 17, 62, 14, 17",1
399,20,22.9,73.0,3,"40, 13, 34, 0, 164, 44, 22, 34, 8, 9, 46, 11, 8",1
400,17,24.3,59.0,4,"46, 9, 19, 0, 165, 15, 19, 21, 6, 15, 61, 12, 9",1
401,18,23.0,69.0,4,"69, 16, 37, 0, 224, 15, 19, 33, 5, 19, 59, 13, 19",1
402,20,23.0,62.0,4,"47, 24, 39, 0, 235, 29, 18, 20, 9, 13, 45, 7, 7",1
403,19,24.9,69.0,1,"95, 36, 69, 0, 198, 45, 38, 57, 7, 39, 46, 22, 4",1
404,20,23.1,84.0,1,"59, 21, 45, 0, 128, 27, 20, 36, 7, 13, 30, 13, 4",1
405,9,21.5,94.0,2,"0, 0, 0, 0, 2, 0, 0, 0, 0, 4, 0, 0, 0",1
406,10,22.3,94.0,2,"8, 0, 0, 0, 4, 7, 1, 6, 0, 10, 20, 5, 0",1
407,11,21.9,95.0,2,"78, 1, 3, 0, 11, 135, 9, 36, 0, 20, 36, 27, 3",1
408,12,21.9,95.0,2,"62, 1, 8, 0, 29, 100, 13, 23, 4, 20, 32, 36, 10",1
409,13,22.4,96.0,2,"39, 2, 6, 0, 22, 64, 17, 21, 0, 10, 17, 30, 6",1
410,14,23.0,95.0,2,"38, 3, 6, 0, 26, 99, 9, 14, 1, 13, 32, 14, 3",1
411,15,23.1,96.0,2,"32, 5, 5, 0, 22, 103, 6, 15, 0, 7, 24, 24, 4",1
412,16,25.3,84.0,2,"44, 12, 18, 0, 43, 102, 11, 20, 0, 10, 23, 10, 2",1
